magazine,volume,issue,month,year,title,Title,Description,Authors
National Lampooon,1,41,August,1973,Strange Beliefs,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Alan Rose, Photographs uncredited"
National Lampooon,1,41,August,1973,Strange Beliefs,Strange Beliefs of Children,NA,Written and illustrated by Gahan Wilson
National Lampooon,1,41,August,1973,Strange Beliefs,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,41,August,1973,Strange Beliefs,Telejester,NA,By Chris Miller; Illustration by Melinda Bordelon
National Lampooon,1,41,August,1973,Strange Beliefs,Son-o’-God Comics,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,41,August,1973,Strange Beliefs,Godspiel,NA,By John Boni; Illustrated by Rick Meyerowitz
National Lampooon,1,41,August,1973,Strange Beliefs,Foto Funnies,NA,Uncredited; Illustration by Alan Rose; Photographs uncredited
National Lampooon,1,41,August,1973,Strange Beliefs,Worlds in Collusion,NA,By Ed Subitsky; Illustrations uncredited
National Lampooon,1,41,August,1973,Strange Beliefs,Psycohology Ptoday,NA,"By Henry Beard, Terry Catchpole, Sean Kelly, and Brian McConnachie; Illustrations by Mari Kaestle, Ed Soyka, Sketch Pad Studios, Bill Basso, and others uncredited; Photographs by Dick Frank, David Kaestle, and others uncredited"
National Lampooon,1,41,August,1973,Strange Beliefs,Fuzz Against Bunk,NA,By Akbar Del Piombo; Collages by Rubington
National Lampooon,1,41,August,1973,Strange Beliefs,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Idyl” by Jeff Jones; “Duck and Weevil” by Bobby London; “Chicken Gutz” by Randall Enos; “Trots and Bonnie” by Shary Flenniken; “The Beginning of Life” by Ed Subitzky; “The Aesop Siamese Brothers, Siamese Twins” by Rodrigues"
National Lampooon,1,42,September,1973,Postwar,“COVER,NA,"This month’s cover is by Michael Gross. Frankly, when it came in I thought it was a stiff, but Michael redid the guy’s head, put a hat on him, and now it’s better. A little Balkan if you know what I mean, but better. Michael Gross, by the way, didn’t invite me to his party.”"
National Lampooon,1,42,September,1973,Postwar,Editorial,NA,By George W. S. Trow; Illustration uncredited
National Lampooon,1,42,September,1973,Postwar,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Alan Rose, Photographs uncredited"
National Lampooon,1,42,September,1973,Postwar,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,42,September,1973,Postwar,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,42,September,1973,Postwar,Whitedove Comics,NA,"By Henry Beard; Illustrated by Francis Hollidge; T.G.I.F. Joe® Ad, By P. J. O’Rourke; Illustrations and photographs uncredited"
National Lampooon,1,42,September,1973,Postwar,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Alan Rose
National Lampooon,1,42,September,1973,Postwar,Middle East Appeal Ad,NA,Uncredited; Photograph uncredited
National Lampooon,1,42,September,1973,Postwar,"Flowers from the Front An Anthology of War Poems,",NA,By Sean Kelly; Illustration by Alan Rose
National Lampooon,1,42,September,1973,Postwar,Guerre Magazine,NA,"Guerre Magazine, By George W. S. Trow, Henry Beard, and Brian McConnachie; Photographs uncredited"
National Lampooon,1,42,September,1973,Postwar,Military Trading Cards,NA,By Bill Effros; Photographs uncredited
National Lampooon,1,42,September,1973,Postwar,Heroin Rationing Stamps,NA,Uncredited; Illustration uncredited
National Lampooon,1,42,September,1973,Postwar,"Rendezvous with Discomfort One P.O.W.’s Story,",NA,By Doug Kenney
National Lampooon,1,42,September,1973,Postwar,The Armageddon Book Club,NA,By Bruce McCall; Illustration uncredited
National Lampooon,1,42,September,1973,Postwar,Nazi Regalia for Gracious Living,NA,"By Bruce McCall; Photographs by Dick Frank; Product “manufactured” by Harry Fischman, Alan Rose, Celia Bau, and David Kaestle; Illustrations by Elizabeth Benett"
National Lampooon,1,42,September,1973,Postwar,Marshal Mirth,NA,By Brian McConnachie and Henry Beard; Illustration uncredited
National Lampooon,1,42,September,1973,Postwar,Vichy Supplement,NA,By George W. S. Trow; Photographs uncredited
National Lampooon,1,42,September,1973,Postwar,"Life Magazine September 28, 1943,",NA,"Life Magazine, September 28, 1943, By George W. S. Trow, Bruce McCall, and Henry Beard; Illustrations by Bruce McCall, Warren Sattler [?], and others uncredited; Photographs by Larry Couzens, David Kaestle, and others uncredited"
National Lampooon,1,42,September,1973,Postwar,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Idyl” by Jeff Jones; “Cheech Wizard” by Vaughn Bodé; “Trots and Bonnie” by Shary Flenniken; “Chicken Gutz” by Randall Enos; “Dirty Duck and Weevil” by Bobby London; “One Year Affair” by Byron Preiss and Ralph Reese; and “The Aesop Brothers, Siamese Twins”"
National Lampooon,1,43,October,1973,Banana,“COVER,NA,"This month’s cover, to give credit where it’s due, was Michael O’Donoghue’s idea BRILLIANTLY executed by the lovely and talented Mara McAfee. As is obvious, it’s one of the best covers we’ve had in months. Perhaps years. Others, whose names you’d recognize in an instant, sneered at the idea when it was first presented. They are the kind of people who pronounce the ‘Van Gogh’ name ‘Van GOCK’ (as if a Brillo Pad were lodged in the throat). They are the kind of people who discuss the role of insanity in the creative process. They are the kind of people who don’t know shit about good covers.”"
National Lampooon,1,43,October,1973,Banana,Editorial,NA,Uncredited; Cartoon by Caldwell
National Lampooon,1,43,October,1973,Banana,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,43,October,1973,Banana,Saga of the Frozen North,NA,Written and illustrated by M. K. Brown
National Lampooon,1,43,October,1973,Banana,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,43,October,1973,Banana,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Alan Rose
National Lampooon,1,43,October,1973,Banana,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Alan Rose, Photographs uncredited"
National Lampooon,1,43,October,1973,Banana,Turk,NA,Cartoons by B. Kliban
National Lampooon,1,43,October,1973,Banana,Important Notice to Readers,NA,By Ed Subitzky; Illustrations uncredited
National Lampooon,1,43,October,1973,Banana,"G. Gordon Liddy Agen of C.R.E.E.P.,",NA,By Marc Rubin and Chris Miller; Illustrated by Francis Hollidge
National Lampooon,1,43,October,1973,Banana,Tales of Nozzlin High School,NA,By Chris Miller
National Lampooon,1,43,October,1973,Banana,My Hate Story,NA,Written and illustrated by Ed Subitzky
National Lampooon,1,43,October,1973,Banana,At the Language Lesson,NA,"By Brian McConnachie, Bruce McCall, and Henry Beard; Collages uncredited"
National Lampooon,1,43,October,1973,Banana,Amtrak Model Railroad Catalog,NA,By P. J. O’Rourke; Illustrations uncredited
National Lampooon,1,43,October,1973,Banana,The Don Juan School of Sorcery,NA,By Gerald Sussman; Illustration and photographs uncredited
National Lampooon,1,43,October,1973,Banana,The Wonderful Words of Watergate,NA,Written and illustrated by Ed Sorel
National Lampooon,1,43,October,1973,Banana,Peut-être,NA,By Brian McConnachie; Photographs by David Kaestle
National Lampooon,1,43,October,1973,Banana,The Ziegler-Friedheim Doubletalktic No. 1,NA,By Christopher Cerf
National Lampooon,1,43,October,1973,Banana,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “The Aesop Brothers, Siamese Twins” by Rodrigues; “One Year Affair” (four episodes) by Ralph Reese and Byron Preiss; “Trots and Bonnie” by Shary Flenniken; “Famous Comic Artists School” by Bruce Cochran; “Idyl” by Jeff Jones; “Chicken Gutz” by Randall Enos; “Cheech Wizard” by Vaughn Bodé; and “Dirty Duck” by Bobby London"
National Lampooon,1,44,November,1973,Sports,“COVER,NA,"This month’s cover is by Bob Swanson, whose son attends Duke University and is an avid reader of National Lampoon. OK, Swanson Jr., let’s get all those Wolverines at Duke to buy tons of magazines and make your dad famous! He’s worked long and hard to send you through college. The least you can do is get out there and hawk a few Nat Lamps!”"
National Lampooon,1,44,November,1973,Sports,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Alan Rose, Photographs uncredited"
National Lampooon,1,44,November,1973,Sports,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,44,November,1973,Sports,Editorial,NA,Uncredited (Guest Editor: Gerald Sussman); Cartoon by Caldwell
National Lampooon,1,44,November,1973,Sports,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,44,November,1973,Sports,Mrs. Agnew’s Diary,NA,Uncredited [Doug Kenney]; Illustration by Alan Rose
National Lampooon,1,44,November,1973,Sports,Character Building Comics,NA,By Gerald Sussman and Henry Beard; Illustrated by Fran Hollidge and Ralph Reese
National Lampooon,1,44,November,1973,Sports,1976 Olympic Preview,NA,By Rick Meyerowitz and Gerald Sussman
National Lampooon,1,44,November,1973,Sports,Paper Fan,NA,By Gerald Sussman; Illustration by Melinda Bordelon
National Lampooon,1,44,November,1973,Sports,"Eddie Bean Down-filled Catalog 1973-74,",NA,By Gerald Sussman; Illustrations by D. Brauti[???] and Ralph Reese
National Lampooon,1,44,November,1973,Sports,Al “Tantrum” O’Niel’s Temper Tips,NA,By Sean Kelly; Illustrations by Elmer Wexler
National Lampooon,1,44,November,1973,Sports,Doc Feeney’s Scrapbook of Sports Oddities,NA,Written and illustrated by Bruce McCall
National Lampooon,1,44,November,1973,Sports,Specialized Sports Magazines,NA,"By Gerald Sussman; Photographs by Dick Frank, Arthur Rickerby (Time/Life Picture Agency), and one uncredited; Illustration [probably] by Michael Gross"
National Lampooon,1,44,November,1973,Sports,Official Russian Referee Signals,NA,By Henry Beard; Illustration [probably] by Warren Sattler
National Lampooon,1,44,November,1973,Sports,Bat Day,NA,Illustration by Berni Wrightson
National Lampooon,1,44,November,1973,Sports,Southern Indiana Methodist College Catalog,NA,By Henry Beard
National Lampooon,1,44,November,1973,Sports,Alaska Pipeliners Official Souvenir Program,NA,"By Gerald Sussman, Henry Beard, and Christopher Cerf; Illustrations and photographs uncredited"
National Lampooon,1,44,November,1973,Sports,Sports Illustrated Parody,NA,"Sports Illustrated Parody, By Gerald Sussman; Illustrations by Barron Storey, Warren Sattler, LeRoy Neiman [though it’s probably an uncredited parody], and Alan E. Cober; Photographs by Ronald G. Harris"
National Lampooon,1,44,November,1973,Sports,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “One Year Affair” (three episodes) by Ralph Reese and Byron Preiss; “Count-the-Mistakes Porno Comics” by Ed Subitzky; “Trots and Bonnie” by Shary Flenniken; “Cheech Wizard” by Vaughn Bodé; and “The Aesop Brothers, Siamese Twins” by Rodrigues"
National Lampooon,1,45,December,1973,Self-Indulgence,News on the March,NA,Uncredited [Henry Beard]; Photographs uncredited; Illustration by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,Editorial,NA,By Matty Simmons and Gerald Taylor; Illustration uncredited
National Lampooon,1,45,December,1973,Self-Indulgence,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,Mr. Chatterbox,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,Our Sunday Comics,NA,"Uncredited; Illustrated by Warren Sattler, Gray Morrow, and others uncredited; Photograph uncredited"
National Lampooon,1,45,December,1973,Self-Indulgence,When It Comes to Revolution…,NA,By P. J. O’Rourke and Sean Kelly; Photographs uncredited; Illustration by Randall Enos
National Lampooon,1,45,December,1973,Self-Indulgence,Dean Corll’s Favorite Jokes,NA,By Michael O’Donoghue; Photograph uncredited
National Lampooon,1,45,December,1973,Self-Indulgence,Cheech Wizard,NA,Written and illustrated by Vaughn Bodé; Additional illustration by Vincent Bodé
National Lampooon,1,45,December,1973,Self-Indulgence,Underwear for the Deaf,NA,By Michael O’Donoghue; Photographs by David Kaestle; Graphics by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,How I Spent My Summer,NA,Written and illustrated by Ed Subitzky; Photograph uncredited
National Lampooon,1,45,December,1973,Self-Indulgence,The National Lampoon Building,NA,Illustrated by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,Tell Debby,NA,By Brian McConnachie
National Lampooon,1,45,December,1973,Self-Indulgence,An Anglo-Saxon Yuletide Tale,NA,By George W. S. Trow; Illustrated by Philip Wende
National Lampooon,1,45,December,1973,Self-Indulgence,Practical Jokes for the Rich,NA,By Henry Beard; Photographs by Vince Aiosa
National Lampooon,1,45,December,1973,Self-Indulgence,Poon Beat,NA,Uncredited; Photographs and illustrations uncredited
National Lampooon,1,45,December,1973,Self-Indulgence,Underwear for the Deaf,NA,By Michael O’Donoghue; Photographs by David Kaestle; Graphics by Alan Rose
National Lampooon,1,45,December,1973,Self-Indulgence,Me Magazine,NA,"Me Magazine, By Henry Beard and Gerald Sussman; Photographs uncredited"
National Lampooon,1,45,December,1973,Self-Indulgence,Canadian Editors’ Page,NA,By Sean Kelly and Bruce McCall
National Lampooon,1,45,December,1973,Self-Indulgence,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Idyl” by Jeff Jones; “One Year Affair” (three episodes) by Ralph Reese and Byron Preiss; “Chicken Gutz” by Randall Enos; “Dirty Duck” by Bobby London; “The Ax-murderer and the Ladybug Fetishist and the Stripper and the Male Prostitute’s Mother!” by Ed Subitzky; “Trots and Bonnie” by Shary Flenniken; and “The Aesop Brothers, Siamese Twins” by Rodrigues"
National Lampooon,1,46,January,1974,Animals,“COVER,NA,"Photograph by Dick Frank. Kangaroo (Skippy) by Animal Talent Scout. Skippy is a sweetheart. Terrific beast, tame, completely unexcitable. Nothing bothers him. People, noise, bright strobe lights. Nothing. Well, one thing. Skippy doesn’t like bars. Skippy also has a service for five of steak knives on the end of those cute paws and a pair of anvils where most furry animals have feet. Sheesh. The things we go through to separate you from your mazuma.”"
National Lampooon,1,46,January,1974,Animals,News on the March,NA,"Uncredited [Henry Beard]; Illustrations by Alan Rose and Fran Hollidge, Photographs uncredited"
National Lampooon,1,46,January,1974,Animals,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,46,January,1974,Animals,Editorial,NA,Uncredited; Cartoon by Caldwell
National Lampooon,1,46,January,1974,Animals,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,46,January,1974,Animals,Baba Rum Raisin,NA,Uncredited [Doug Kenney]; Illustration by Alan Rose
National Lampooon,1,46,January,1974,Animals,The Humpback Whale Official Songbook,NA,By Sean Kelly and Brian McConnachie; Illustration Uncredited
National Lampooon,1,46,January,1974,Animals,Attack of the Sizeable Beasts,NA,By Brian McConnachie; Illustrated by Fran Hollidge
National Lampooon,1,46,January,1974,Animals,The Schlockly Theory,NA,By P. J. O’Rourke; Illustration uncredited
National Lampooon,1,46,January,1974,Animals,Law of the Jungle,NA,By Henry Beard and John Weidman; Illustration by Tommy Soloski
National Lampooon,1,46,January,1974,Animals,Pethouse Magazine,NA,"Pethouse Magazine, By Tony Hendra and Henry Beard; Photographs by David Kaestle, Judy Hendra, Shaefer & King, and uncredited; Illustrations by Richard Hess and John Cayea"
National Lampooon,1,46,January,1974,Animals,Underwear for the Deaf,NA,By Michael O’Donoghue; Photographs by David Kaestle; Graphics by Alan Rose
National Lampooon,1,46,January,1974,Animals,Popular Evolution Magazine,NA,"Popular Evolution Magazine, By Christopher Cerf and Henry Beard; Illustrations by S. Bokor, Alan Kupperberg, and Ralph Reese; Photographs uncredited"
National Lampooon,1,46,January,1974,Animals,The Nazi Dr. Doolittle,NA,By Anne Beatts; Illustration by Doug Taylor
National Lampooon,1,46,January,1974,Animals,Species Argument,NA,By Chris Miller; Illustration by Peter Trumpelbeck
National Lampooon,1,46,January,1974,Animals,"Ill But Still Smart,",NA,By Ed Bluestone; Illustrated by Shary Flenniken
National Lampooon,1,46,January,1974,Animals,Funny Pages,NA,"Featuring “Nuts” by Gahan Wilson; “Idyl” by Jeff Jones; “Mule’s Diner” by Stan Mack; “One Year Affair” (three episodes) by Ralph Reese and Byron Preiss; “Trots and Bonnie” by Shary Flenniken; “Cheech Wizard” by Vaughn Bodé; “The Aesop Brothers, Siamese Twins” by Rodrigues"
National Lampooon,1,47,February,1974,Strange Sex,“COVER,NA,"This month’s cover was conceived—whoops, dirty word—and executed—that’s more like it—by Art Director David Kaestle, which tends to disprove the contention of zoologists the world over that art directors have no sense of humor. More importantly, the cover contains a price increase, and this merits a word of explanation. Our nation is, as you know, afflicted with an acute humor shortage. This shortage has led to an inevitable decision on our part, namely, whether to ration our existing supplies of humor or whether to tax them at a higher rate. After much deliberation, we have decided that rationing would be far too fair to the poor and are therefore applying a 12 percent increase in the ‘gas’ tax normally levied on magazines of our category. We would like to reiterate as we have before the Senate Judiciary Subcommittee on Comedy Abuses that we are not hoarding our supplies of humor, that we have not allowed ourselves to become increasingly dependent on imported, particularly European, sources of humor.”"
National Lampooon,1,47,February,1974,Strange Sex,Editorial,NA,Uncredited; Cartoon by Sam Gross
National Lampooon,1,47,February,1974,Strange Sex,News on the March,NA,"Uncredited [Henry Beard]; Illustrations by Alan Rose and Fran Hollidge, Photographs uncredited"
National Lampooon,1,47,February,1974,Strange Sex,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,47,February,1974,Strange Sex,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,47,February,1974,Strange Sex,Mr. Chatterbox,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,47,February,1974,Strange Sex,"Mercury Messenger of God,",NA,Written and illustrated by M. K. Brown
National Lampooon,1,47,February,1974,Strange Sex,First Lay Comics,NA,By Doug Kenney; Illustrated by Joe Orlando
National Lampooon,1,47,February,1974,Strange Sex,Strange Sex We Have Known,NA,By William S. Burroughs and Terry Southern
National Lampooon,1,47,February,1974,Strange Sex,Boxed In,NA,By Chris Miller; Illustration by Melinda Bordelon
National Lampooon,1,47,February,1974,Strange Sex,S-x Fair & Pornographicum,NA,Written and illustrated by Bruce McCall
National Lampooon,1,47,February,1974,Strange Sex,Sexentrics,NA,Cartoons by Rodrigues
National Lampooon,1,47,February,1974,Strange Sex,Amicae Curiae,NA,Illustrated by Mara McAfee; Idea by Tony Hendra
National Lampooon,1,47,February,1974,Strange Sex,Whiffers and Cooties and Lungers on Strings,NA,By Doug Kenney; Photograph by Dick Frank
National Lampooon,1,47,February,1974,Strange Sex,Saturday Nite on Antarius!,NA,Written and illustrated by Ed Subitzky
National Lampooon,1,47,February,1974,Strange Sex,National Lampoof Magazine,NA,"National Lampoof Magazine, By Sean Kelly and Tony Hendra; Illustrated by Gahan Wilson, Hama & Reese, Jeff Jones, Rodrigues, and others; Photographs uncredited"
National Lampooon,1,47,February,1974,Strange Sex,Split Beaver Section,NA,"By Brian McConnachie and Tony Hendra; Illustration by Don Ivan Punchatz, Alan Kupperberg, and others uncredited; Photographs by Manfred Kage/Peter Arnold Agency, and others uncredited"
National Lampooon,1,47,February,1974,Strange Sex,Funny Pages,NA,Featuring “Nuts” by Gahan Wilson; “Cheech Wizard” by Vaughn Bodé; “Idyl” by Jeff Jones; “Trots and Bonnie” by Shary Flenniken; “Chicken Gutz” by Randall Enos; “A Glass of Beer with Stanley” by Rodrigues; and “One Year Affair” (one episode) by Ralph Reese and Byron Preiss
National Lampooon,1,48,March,1974,Stupid,“COVER,NA,"This month’s cover is by fabulous Charlie White of the Fluid Drive Studio. That’s Fluid Drive Studio. F as in flotsam, l as in low rent, u as in you get the idea. Charlie White is the husband of fabulous Linda White which is how he got his start. Charlie looks like a squeeze toy, sounds like a squeeze toy, paints like fucking Ingres (look it up). Charlie came up with the idea for this cover during a chat with kenny Kneitel (also of the Fluid Drive Studio) and another young man too modest to mention his hame here.”"
National Lampooon,1,48,March,1974,Stupid,News on the March,NA,"Uncredited [Henry Beard]; Illustration by Alan Rose and Fran Hollidge, Photographs uncredited"
National Lampooon,1,48,March,1974,Stupid,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,48,March,1974,Stupid,Editorial,NA,Uncredited (Guest Editor: George W. S. Trow); Cartoon by M. K. Brown
National Lampooon,1,48,March,1974,Stupid,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,48,March,1974,Stupid,Tell Debby,NA,Uncredited [Brian McConnachie?]; Graphics by Alan Rose
National Lampooon,1,48,March,1974,Stupid,Canadian Corner,NA,By Sean Kelly; Illustration uncredited
National Lampooon,1,48,March,1974,Stupid,"Classical Comics Plato’s Republic,",NA,By Sean Kelly; Illustrated by Joe Orlando and Alan Kupperberg
National Lampooon,1,48,March,1974,Stupid,The Long and the Shortage of It,NA,By Gerald Sussman
National Lampooon,1,48,March,1974,Stupid,Stupid Supplement #1,NA,By George W. S. Trow and Henry Beard; Illustrations by Ivan Lacher and others uncredited; Photographs uncredited
National Lampooon,1,48,March,1974,Stupid,Stupid Aptitude Test,NA,By Doug Kenney and Henry Beard
National Lampooon,1,48,March,1974,Stupid,Underwear for the Deaf,NA,By Michael O’Donoghue; Photographs by David Kaestle; Graphics by Alan Rose
National Lampooon,1,48,March,1974,Stupid,Stupidworld,NA,By Ed Subitzky; Illustration by Charles White III
National Lampooon,1,48,March,1974,Stupid,Mr. Stupid and Mr. Shortage,NA,By George W. S. Trow; Illustrated by Fran Hollidge
National Lampooon,1,48,March,1974,Stupid,Kancer Kare,NA,By Tony Hendra and George W. S. Trow; Photographs by Ronald G. Harris
National Lampooon,1,48,March,1974,Stupid,Stupid News & World Report,NA,"By Tony Hendra, Henry Beard, and P. J. O’Rourke; Photographs uncredited"
National Lampooon,1,48,March,1974,Stupid,"Earl D. Porker Social Worker,",NA,Written and illustrated by M. K. Brown
National Lampooon,1,48,March,1974,Stupid,Stupid Supplement #2,NA,By George W. S. Trow; Illustrations and photographs uncredited
National Lampooon,1,48,March,1974,Stupid,Funny Pages,NA,Featuring “Nuts” by Gahan Wilson; “Idyl” by Jeff Jones; “Trots and Bonnie” by Shary Flenniken; “Cheech Wizard” by Vaughn Bodé; “Famous Artists School” by Bruce Chochran; “Feelies Comics” by Ed Subitzky; “One Year Affair” (three episodes) by Ralph Reese and Byron Preiss; “Chicken Gutz” by Randall Enos; “Dirty Duck” by Bobby London; and “Doctor Colon’s Monster” by Rodrigues
National Lampooon,1,49,April,1974,Travel,“COVER,NA,"This month’s Kodak caper was snapped by photographer Ronald G. Harris, moving at 425 mph at about 2400 feet. He was a great guy.”"
National Lampooon,1,49,April,1974,Travel,News on the March,NA,"Uncredited [Henry Beard]; Illustrations by Alan Rose and Fran Hollidge, Photographs uncredited"
National Lampooon,1,49,April,1974,Travel,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,49,April,1974,Travel,Editorial,NA,Uncredited (Guest Editor: Bruce McCall)
National Lampooon,1,49,April,1974,Travel,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,49,April,1974,Travel,Canadian Corner,NA,By Bruce McCall; Illustration uncredited
National Lampooon,1,49,April,1974,Travel,Pat Nixon’s Hot Flashes,NA,Uncredited; Photographs uncredited
National Lampooon,1,49,April,1974,Travel,The Paranoid Abroad,NA,Written and illustrated by Gahan Wilson
National Lampooon,1,49,April,1974,Travel,Welcome to Cheeseburg,NA,By Bruce McCall; Photographs uncredited
National Lampooon,1,49,April,1974,Travel,Furthur Travels into Several Remote Nations of the World,NA,By F.M. Ayr; Illustration uncredited
National Lampooon,1,49,April,1974,Travel,The New York Cabby’s Guide to New York,NA,By Gerald Sussman; Photographs by Ann Staton and others uncredited
National Lampooon,1,49,April,1974,Travel,Festivals of the World,NA,By Dean Christopher
National Lampooon,1,49,April,1974,Travel,Prairie Central/Panhandle Airlines Magazine,NA,"By Henry Beard and Christopher Cerf; Photographs by Dick Frank and others uncredited; Illustrations by Richard Erlinger, Warren Sattler, and Larry Ross"
National Lampooon,1,49,April,1974,Travel,Amish in Space,NA,By Brian McConnachie; Illustrated by Russ Heath
National Lampooon,1,49,April,1974,Travel,License Plates of the U.S.A.,NA,Uncredited
National Lampooon,1,49,April,1974,Travel,Motoring in Rurethenia,NA,By Bruce McCall; Illustration by Melinda Bordelon
National Lampooon,1,49,April,1974,Travel,R.M.S. ‘Tyrannic’ Brochure,NA,Written and illustrated by Bruce McCall
National Lampooon,1,49,April,1974,Travel,World Report,NA,By Ed Subitzky; Illustration by Stan Mack
National Lampooon,1,49,April,1974,Travel,All That’s Wrong with the World on One Clear Chart,NA,By Richard Helfer
National Lampooon,1,49,April,1974,Travel,Funny Pages,NA,Featuring “Nuts” by Gahan Wilson; “Dirty Duck” by Bobby London; “Cheech Wizard” by Vaughn Bodé; “Trots and Bonnie” by Shary Flenniken; “One Year Affair” (two episodes) by Ralph Reese and Byron Preiss; “Chicken Gutz” by Randall Enos; and “Idyl” by Jeff Jones
National Lampooon,1,50,May,1974,50th Anniversary,News on the March,NA,"Uncredited [Henry Beard]; Illustrations by Alan Rose and Fran Hollidge, Photographs uncredited"
National Lampooon,1,50,May,1974,50th Anniversary,True Facts,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,50,May,1974,50th Anniversary,Editorial,NA,By Tony Hendra and Sean Kelly; Cartoon by S. Gross
National Lampooon,1,50,May,1974,50th Anniversary,Letters,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,50,May,1974,50th Anniversary,Mr. Chatterbox,NA,Uncredited; Illustration by Alan Rose
National Lampooon,1,50,May,1974,50th Anniversary,Western Romance,NA,Written and illustrated by M. K. Brown
National Lampooon,1,50,May,1974,50th Anniversary,Mrs. Agnew’s Diary,NA,By Doug Kenney; Illustration by Marvin Mattleson
National Lampooon,1,50,May,1974,50th Anniversary,Son-o’-God Meets Zimmerman,NA,Uncredited; Illustrations uncredited
National Lampooon,1,50,May,1974,50th Anniversary,Cock Tales,NA,By Chris Miller; Illustration by Patricia Dryden
National Lampooon,1,50,May,1974,50th Anniversary,The Gahan Wilson Horror Movie Pocket Computer,NA,Written and illustrated by Gahan Wilson
National Lampooon,1,50,May,1974,50th Anniversary,My Own Stamp Album–Continued,NA,Written and illustrated by Bruce McCall
National Lampooon,1,50,May,1974,50th Anniversary,"Leonardo da Vinci’s Undiscovered Notebook Volume II,",NA,By Henry Beard and Brian McConnachie; Illustrated by Daniel Maffia
National Lampooon,1,50,May,1974,50th Anniversary,Handicapped Sports,NA,Cartoons by Rodrigues
National Lampooon,1,50,May,1974,50th Anniversary,"Surprise Poster #6 Guernixa,",NA,Illustration by Randall Enos
National Lampooon,1,50,May,1974,50th Anniversary,8 Comics in One!,NA,Cartoon by Ed Subitzky
National Lampooon,1,50,May,1974,50th Anniversary,Americans United to Beat the Dutch,NA,By Christopher Cerf and Henry Beard; Illustrations by Warren Sattler and Don Perlin
National Lampooon,1,50,May,1974,50th Anniversary,National Anthem Encores,NA,By Brian McConnachie; Illustration by Randall Enos
National Lampooon,1,50,May,1974,50th Anniversary,Foto Funnies,NA,Uncredited; Illustration by Alan Rose [features Chris Miller]
National Lampooon,1,50,May,1974,50th Anniversary,1934 Bulgemobile Brochure,NA,Written and illustrated by Bruce McCall
National Lampooon,1,50,May,1974,50th Anniversary,Six More Secret Japanese Techniques of Self-Defense,NA,By Gerald Sussman; Illustrations by Warren Sattler
National Lampooon,1,50,May,1974,50th Anniversary,Monologue,NA,"By P. J. O’Rourke, Brian McConnachie, and Henry Beard; Photograph uncredited"
National Lampooon,1,50,May,1974,50th Anniversary,Underwear for the Deaf,NA,By Michael O’Donoghue; Graphics by Alan Rose; Photographs by David Kaestle
National Lampooon,1,50,May,1974,50th Anniversary,Return of the Dodosaurs,NA,Written and illustrated by Rick Meyerowitz
National Lampooon,1,50,May,1974,50th Anniversary,Funny Pages,NA,Featuring “Nuts” by Gahan Wilson; “Dirty Duck” by Bobby London; “Cheech Wizard” by Vaughn Bodé; “An American Story” by Rodrigues; “One Year Affair” by Ralph Reese and Byron Preiss; and “Idyl” by Jeff Jones
