site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,flood_or_ebb,weather_station,TEMP,PRCP
"Flushing Bay, World's Fair Marina Pier 1 East",2020-08-06,2020,8,2020-08-06T14:30:00Z,1247,1.87,0,0,0.55,0.54,0,0,0.78,,Unacceptable,8517251,8517251,2020-08-06T08:58:00Z,0.076,FALSE,5.533333333333333,1,Central Park,76.55,0
"Coney Island Creek, Kaiser Park",2020-08-06,2020,8,2020-08-06T13:35:00Z,1365,1.87,0,0,0.55,0.54,0,0,0.78,,Unacceptable,8517811,8517811,2020-08-06T08:31:00Z,0.127,TRUE,5.066666666666666,1,Central Park,76.55,0
"Newtown Creek, English Kills",2020-08-06,2020,8,2020-08-06T15:42:00Z,1388,1.87,0,0,0.55,0.54,0,0,0.78,1146 ,Unacceptable,8518699,8518699,2020-08-06T09:25:00Z,0.185,TRUE,6.283333333333333,1,Central Park,76.55,0
Prospect Park Lake,2020-08-06,2020,8,2020-08-06T11:02:00Z,1455,1.87,0,0,0.55,0.54,0,0,0.78,,Unacceptable,8517921,8517921,2020-08-06T08:46:00Z,0.072,TRUE,2.2666666666666666,1,Central Park,76.55,0
"Raritan River, Rutgers Boathouse",2020-08-06,2020,8,2020-08-06T12:57:00Z,2900,1.87,0,0,0.55,0.54,0,0,0.78,,Unacceptable,8531463,8531463,2020-08-06T09:26:00Z,0.114,TRUE,3.5166666666666666,1,Central Park,76.55,0
"East River, Bushwick Inlet",2020-08-06,2020,8,2020-08-06T14:02:00Z,0,1.87,0,0,0.55,0.54,0,0,0.78,,Not Detected,8517673,8517673,2020-08-06T09:54:00Z,0.068,TRUE,4.133333333333334,1,Central Park,76.55,0
"East River, North 3rd Street",2020-08-06,2020,8,2020-08-06T13:58:00Z,0,1.87,0,0,0.55,0.54,0,0,0.78,,Not Detected,8518699,8518699,2020-08-06T09:25:00Z,0.185,TRUE,4.55,1,Central Park,76.55,0
"Hudson River, Gansevoort Peninsula, South",2020-08-06,2020,8,2020-08-06T12:47:00Z,0,1.87,0,0,0.55,0.54,0,0,0.78,,Not Detected,8530645,8530645,2020-08-06T09:13:00Z,0.073,TRUE,3.566666666666667,1,Central Park,76.55,0
"Hudson River, Pier 96",2020-08-13,2020,8,2020-08-13T13:05:00Z,20,2.46,0.24,1.76,0,0,0,0,0.46,,Good,8530645,8530645,2020-08-13T08:04:00Z,3.698,TRUE,5.016666666666667,-1,Central Park,75.47,0.23789999999999997
"Hudson River, Pier 66",2020-08-13,2020,8,2020-08-13T13:27:00Z,41,2.46,0.24,1.76,0,0,0,0,0.46,,Fair,8530645,8530645,2020-08-13T08:04:00Z,3.698,TRUE,5.383333333333334,-1,Central Park,75.47,0.23789999999999997
"Hudson River, Pier 26",2020-08-13,2020,8,2020-08-13T13:35:00Z,52,2.46,0.24,1.76,0,0,0,0,0.46,,Fair,8518750,8518750,2020-08-13T07:51:00Z,3.852,TRUE,5.733333333333333,-1,Central Park,75.47,0.23789999999999997
"Hudson River, Pier 40",2020-08-13,2020,8,2020-08-13T13:40:00Z,63,2.46,0.24,1.76,0,0,0,0,0.46,0 ,Fair,8518750,8518750,2020-08-13T07:51:00Z,3.852,TRUE,5.816666666666666,-1,Central Park,75.47,0.23789999999999997
"East River, Bushwick Inlet Park Beach",2020-08-13,2020,8,2020-08-13T14:15:00Z,74,2.46,0.24,1.76,0,0,0,0,0.46,,Fair,8518699,8518699,2020-08-13T09:05:00Z,3.516,TRUE,5.166666666666667,-1,Central Park,75.47,0.23789999999999997
"Hudson River, Gansevoort Peninsula, South",2020-08-13,2020,8,2020-08-13T13:33:00Z,121,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8530645,8530645,2020-08-13T08:04:00Z,3.698,TRUE,5.483333333333333,-1,Central Park,75.47,0.23789999999999997
"Hudson River, West 172nd Street",2020-08-13,2020,8,2020-08-13T13:20:00Z,121,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518902,8518902,2020-08-13T08:41:00Z,3.431,TRUE,4.65,-1,Central Park,75.47,0.23789999999999997
Prospect Park Lake,2020-08-13,2020,8,2020-08-13T11:30:00Z,132,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517921,8517921,2020-08-13T07:33:00Z,3.967,TRUE,3.95,-1,Central Park,75.47,0.23789999999999997
"East River, South 5th Street/Domino Park",2020-08-13,2020,8,2020-08-13T15:53:00Z,145,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518699,8518699,2020-08-13T14:59:00Z,0.963,TRUE,0.9,1,Central Park,75.47,0.23789999999999997
"East River, Grand Ferry Park",2020-08-13,2020,8,2020-08-13T14:30:00Z,145,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518699,8518699,2020-08-13T09:05:00Z,3.516,TRUE,5.416666666666667,-1,Central Park,75.47,0.23789999999999997
"Newtown Creek, English Kills",2020-08-13,2020,8,2020-08-13T14:45:00Z,177,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518699,8518699,2020-08-13T09:05:00Z,3.516,TRUE,5.666666666666667,-1,Central Park,75.47,0.23789999999999997
"Hudson River, Pier 84",2020-08-13,2020,8,2020-08-13T13:16:00Z,197,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8530645,8530645,2020-08-13T08:04:00Z,3.698,TRUE,5.2,-1,Central Park,75.47,0.23789999999999997
"East River, Hallets Cove",2020-08-13,2020,8,2020-08-13T15:31:00Z,253,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518668,8518668,2020-08-13T09:55:00Z,3.948,TRUE,5.6,-1,Central Park,75.47,0.23789999999999997
"East River, Dumbo Cove",2020-08-13,2020,8,2020-08-13T15:33:00Z,377,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517847,8517847,2020-08-13T14:33:00Z,1.114,TRUE,1,1,Central Park,75.47,0.23789999999999997
"East River, Gantry State Park",2020-08-13,2020,8,2020-08-13T14:00:00Z,449,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517673,8517673,2020-08-13T09:13:00Z,3.428,TRUE,4.783333333333333,-1,Central Park,75.47,0.23789999999999997
"Hudson River, West 145th Street",2020-08-13,2020,8,2020-08-13T13:00:00Z,449,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8530505,8530505,2020-08-13T08:22:00Z,3.582,TRUE,4.633333333333334,-1,Central Park,75.47,0.23789999999999997
"Flushing Bay, World's Fair Marina Boat Ramp",2020-08-13,2020,8,2020-08-13T14:31:00Z,482,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517251,8517251,2020-08-13T14:04:00Z,1.246,FALSE,0.45,1,Central Park,75.47,0.23789999999999997
"Raritan River, Ken Buchanan Park",2020-08-13,2020,8,2020-08-13T14:30:00Z,600,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8531390,8531390,2020-08-13T13:48:00Z,1.338,TRUE,0.7,1,Central Park,75.47,0.23789999999999997
"Raritan River, Edison Boat Basin",2020-08-13,2020,8,2020-08-13T13:50:00Z,700,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8531390,8531390,2020-08-13T13:48:00Z,1.338,TRUE,0.03333333333333333,1,Central Park,75.47,0.23789999999999997
"Coney Island Creek, Kaiser Park",2020-08-13,2020,8,2020-08-13T13:20:00Z,956,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517811,8517811,2020-08-13T07:20:00Z,4.033,TRUE,6,-1,Central Park,75.47,0.23789999999999997
"Raritan River, Riverside Park",2020-08-13,2020,8,2020-08-13T12:20:00Z,1000,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8531463,8531463,2020-08-13T07:45:00Z,4.809,TRUE,4.583333333333333,-1,Central Park,75.47,0.23789999999999997
"Raritan Bay, Waterfront Park",2020-08-13,2020,8,2020-08-13T14:59:00Z,1400,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8531232,8531232,2020-08-13T13:39:00Z,1.278,TRUE,1.3333333333333333,1,Central Park,75.47,0.23789999999999997
"East River, North 3rd Street",2020-08-13,2020,8,2020-08-13T15:57:00Z,1682,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518699,8518699,2020-08-13T14:59:00Z,0.963,TRUE,0.9666666666666667,1,Central Park,75.47,0.23789999999999997
"Raritan River, Rutgers Boathouse",2020-08-13,2020,8,2020-08-13T13:15:00Z,2000,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8531463,8531463,2020-08-13T07:45:00Z,4.809,TRUE,5.5,-1,Central Park,75.47,0.23789999999999997
Flushing Creek,2020-08-13,2020,8,2020-08-13T14:55:00Z,2510,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517251,8517251,2020-08-13T14:04:00Z,1.246,FALSE,0.85,1,Central Park,75.47,0.23789999999999997
"Flushing Bay, World's Fair Marina Pier 1 East",2020-08-13,2020,8,2020-08-13T14:40:00Z,3026,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517251,8517251,2020-08-13T14:04:00Z,1.246,FALSE,0.6,1,Central Park,75.47,0.23789999999999997
"Newtown Creek, Apollo Street",2020-08-13,2020,8,2020-08-13T13:41:00Z,3333,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517673,8517673,2020-08-13T09:13:00Z,3.428,TRUE,4.466666666666667,-1,Central Park,75.47,0.23789999999999997
"Newtown Creek, 2nd Street Kayak Launch",2020-08-13,2020,8,2020-08-13T14:20:00Z,3441,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517673,8517673,2020-08-13T09:13:00Z,3.428,TRUE,5.116666666666666,-1,Central Park,75.47,0.23789999999999997
"East River, Anable Basin",2020-08-13,2020,8,2020-08-13T15:47:00Z,6910,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517673,8517673,2020-08-13T15:00:00Z,1.121,TRUE,0.7833333333333333,1,Central Park,75.47,0.23789999999999997
"East River, Bushwick Inlet",2020-08-13,2020,8,2020-08-13T16:00:00Z,9804,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517673,8517673,2020-08-13T15:00:00Z,1.121,TRUE,1,1,Central Park,75.47,0.23789999999999997
"Buttermilk Channel, Valentino Pier",2020-08-13,2020,8,2020-08-13T14:57:00Z,10462,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517921,8517921,2020-08-13T13:52:00Z,1.183,TRUE,1.0833333333333333,1,Central Park,75.47,0.23789999999999997
"Newtown Creek, East Branch",2020-08-13,2020,8,2020-08-13T14:04:00Z,14136,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8518699,8518699,2020-08-13T09:05:00Z,3.516,TRUE,4.983333333333333,-1,Central Park,75.47,0.23789999999999997
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-08-13,2020,8,2020-08-13T16:03:00Z,15531,2.46,0.24,1.76,0,0,0,0,0.46,24196 ,Unacceptable,8517673,8517673,2020-08-13T15:00:00Z,1.121,TRUE,1.05,1,Central Park,75.47,0.23789999999999997
"Newtown Creek, Turning Basin",2020-08-13,2020,8,2020-08-13T13:55:00Z,24196,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8517673,8517673,2020-08-13T09:13:00Z,3.428,TRUE,4.7,-1,Central Park,75.47,0.23789999999999997
"Raritan River, 2nd Street Park",2020-08-13,2020,8,2020-08-13T15:35:00Z,6000,2.46,0.24,1.76,0,0,0,0,0.46,,Unacceptable,8531232,8531232,2020-08-13T13:39:00Z,1.278,TRUE,1.9333333333333333,1,Central Park,75.47,0.23789999999999997
"East River, North 3rd Street",2020-08-20,2020,8,2020-08-20T14:22:00Z,10,0.78,0.42,0,0.36,0,0,0,0,,Good,8518699,8518699,2020-08-20T08:30:00Z,-0.245,TRUE,5.866666666666666,1,Central Park,71.06,0
"Hudson River, Pier 26",2020-08-20,2020,8,2020-08-20T13:20:00Z,10,0.78,0.42,0,0.36,0,0,0,0,,Good,8518750,8518750,2020-08-20T08:01:00Z,-0.434,TRUE,5.316666666666666,1,Central Park,71.06,0
"Hudson River, Pier 84",2020-08-20,2020,8,2020-08-20T13:08:00Z,10,0.78,0.42,0,0.36,0,0,0,0,,Good,8530645,8530645,2020-08-20T08:16:00Z,-0.417,TRUE,4.866666666666666,1,Central Park,71.06,0
"Buttermilk Channel, Valentino Pier",2020-08-20,2020,8,2020-08-20T15:57:00Z,20,0.78,0.42,0,0.36,0,0,0,0,,Good,8517921,8517921,2020-08-20T13:31:00Z,5.576,TRUE,2.433333333333333,-1,Central Park,71.06,0
