site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,flood_or_ebb,weather_station,TEMP,PRCP
"Bronx Kill, east end",2015-10-01,2015,10,2015-10-01T12:43:00Z,86,1.46,0.09,1.26,0.11,0,0,0,0,,Fair,8518639,8518639,2015-10-01T12:29:00Z,-0.167,TRUE,0.23333333333333334,1,Central Park,59.99,0.08969999999999999
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2015-10-01,2015,10,2015-10-01T16:00:00Z,108,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530505,8530505,2015-10-01T15:53:00Z,5.612,TRUE,0.11666666666666667,-1,Central Park,59.99,0.08969999999999999
"East River, Pier 42/Jackson Street",2015-10-01,2015,10,2015-10-01T13:33:00Z,108,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517732,8517732,2015-10-01T09:35:00Z,-0.459,TRUE,3.966666666666667,1,Central Park,59.99,0.08969999999999999
"East River, Dumbo Cove",2015-10-01,2015,10,2015-10-01T12:57:00Z,109,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517847,8517847,2015-10-01T09:12:00Z,-0.403,TRUE,3.75,1,Central Park,59.99,0.08969999999999999
"Harlem River, North Cove",2015-10-01,2015,10,2015-10-01T13:30:00Z,120,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518902,8518902,2015-10-01T10:04:00Z,-0.312,TRUE,3.433333333333333,1,Central Park,59.99,0.08969999999999999
"Hudson River, Pier 96",2015-10-01,2015,10,2015-10-01T11:38:00Z,122,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530645,8530645,2015-10-01T09:28:00Z,-0.42,TRUE,2.1666666666666665,1,Central Park,59.99,0.08969999999999999
"Buttermilk Channel, Valentino Pier",2015-10-01,2015,10,2015-10-01T14:11:00Z,134,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517921,8517921,2015-10-01T09:01:00Z,-0.415,TRUE,5.166666666666667,1,Central Park,59.99,0.08969999999999999
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2015-10-01,2015,10,2015-10-01T12:51:00Z,158,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518902,8518902,2015-10-01T10:04:00Z,-0.312,TRUE,2.783333333333333,1,Central Park,59.99,0.08969999999999999
"Hudson River, Pier 26",2015-10-01,2015,10,2015-10-01T13:27:00Z,161,1.46,0.09,1.26,0.11,0,0,0,0,75,Unacceptable,8518750,8518750,2015-10-01T09:13:00Z,-0.437,TRUE,4.233333333333333,1,Central Park,59.99,0.08969999999999999
"Hudson River, West 145th Street",2015-10-01,2015,10,2015-10-01T15:45:00Z,173,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530505,8530505,2015-10-01T09:41:00Z,-0.407,TRUE,6.066666666666666,1,Central Park,59.99,0.08969999999999999
"Hudson River, Frank Sinatra Park",2015-10-01,2015,10,2015-10-01T12:40:00Z,197,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530645,8530645,2015-10-01T09:28:00Z,-0.42,TRUE,3.2,1,Central Park,59.99,0.08969999999999999
"Hudson River, Hoboken Cove Beach",2015-10-01,2015,10,2015-10-01T14:15:00Z,206,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530645,8530645,2015-10-01T09:28:00Z,-0.42,TRUE,4.783333333333333,1,Central Park,59.99,0.08969999999999999
"Hudson River, Pier 99 Boat Ramp",2015-10-01,2015,10,2015-10-01T11:57:00Z,228,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530645,8530645,2015-10-01T09:28:00Z,-0.42,TRUE,2.4833333333333334,1,Central Park,59.99,0.08969999999999999
"East River, Bushwick Inlet",2015-10-01,2015,10,2015-10-01T13:30:00Z,241,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517673,8517673,2015-10-01T10:09:00Z,-0.393,TRUE,3.35,1,Central Park,59.99,0.08969999999999999
"East River, Gantry State Park",2015-10-01,2015,10,2015-10-01T15:50:00Z,295,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517673,8517673,2015-10-01T10:09:00Z,-0.393,TRUE,5.683333333333334,1,Central Park,59.99,0.08969999999999999
"Hudson River, Weehawken Cove",2015-10-01,2015,10,2015-10-01T12:50:00Z,318,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530645,8530645,2015-10-01T09:28:00Z,-0.42,TRUE,3.3666666666666667,1,Central Park,59.99,0.08969999999999999
"East River, Anable Basin",2015-10-01,2015,10,2015-10-01T12:15:00Z,364,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517673,8517673,2015-10-01T10:09:00Z,-0.393,TRUE,2.1,1,Central Park,59.99,0.08969999999999999
"Flushing Bay, World's Fair Marina Pier 1 East",2015-10-01,2015,10,2015-10-01T12:55:00Z,465,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517251,8517251,2015-10-01T09:13:00Z,-0.437,FALSE,3.7,1,Central Park,59.99,0.08969999999999999
"East River, Hallets Cove",2015-10-01,2015,10,2015-10-01T12:05:00Z,609,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518668,8518668,2015-10-01T11:00:00Z,0.027,TRUE,1.0833333333333333,1,Central Park,59.99,0.08969999999999999
"Hudson River, Yonkers Paddling and Rowing Club",2015-10-01,2015,10,2015-10-01T15:00:00Z,884,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530095,8530095,2015-10-01T10:15:00Z,-0.393,TRUE,4.75,1,Central Park,59.99,0.08969999999999999
Prospect Park Lake,2015-10-01,2015,10,2015-10-01T11:55:00Z,1014,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517921,8517921,2015-10-01T09:01:00Z,-0.415,TRUE,2.9,1,Central Park,59.99,0.08969999999999999
"Bronx River, Bronx Botanical Gardens",2015-10-01,2015,10,2015-10-01T14:15:00Z,1118,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518903,8518903,2015-10-01T10:01:00Z,-0.367,TRUE,4.233333333333333,1,Central Park,59.99,0.08969999999999999
"Gowanus Canal, 2nd Avenue Salt Lot",2015-10-01,2015,10,2015-10-01T10:16:00Z,1267,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517921,8517921,2015-10-01T09:01:00Z,-0.415,TRUE,1.25,1,Central Park,59.99,0.08969999999999999
"Bronx River, Starlight Park, North Dock",2015-10-01,2015,10,2015-10-01T13:05:00Z,1989,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518621,8518621,2015-10-01T12:41:00Z,-0.398,TRUE,0.4,1,Central Park,59.99,0.08969999999999999
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2015-10-01,2015,10,2015-10-01T13:44:00Z,2333,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517673,8517673,2015-10-01T10:09:00Z,-0.393,TRUE,3.5833333333333335,1,Central Park,59.99,0.08969999999999999
"Hudson River, JFK Marina",2015-10-01,2015,10,2015-10-01T15:25:00Z,2489,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530095,8530095,2015-10-01T10:15:00Z,-0.393,TRUE,5.166666666666667,1,Central Park,59.99,0.08969999999999999
"Bronx River, Starlight Park, south of dam",2015-10-01,2015,10,2015-10-01T13:10:00Z,2700,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518621,8518621,2015-10-01T12:41:00Z,-0.398,TRUE,0.48333333333333334,1,Central Park,59.99,0.08969999999999999
"Bronx River, Hunts Point Riverside Park",2015-10-01,2015,10,2015-10-01T12:20:00Z,7556,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518621,8518621,2015-10-01T06:18:00Z,8.408,TRUE,6.033333333333333,-1,Central Park,59.99,0.08969999999999999
"Newtown Creek, North Henry Street",2015-10-01,2015,10,2015-10-01T13:40:00Z,9193,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8517673,8517673,2015-10-01T10:09:00Z,-0.393,TRUE,3.5166666666666666,1,Central Park,59.99,0.08969999999999999
"Saw Mill River, daylighted section",2015-10-01,2015,10,2015-10-01T14:40:00Z,11199,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8530095,8530095,2015-10-01T10:15:00Z,-0.393,TRUE,4.416666666666667,1,Central Park,59.99,0.08969999999999999
"Bronx Kill, west end",2015-10-01,2015,10,2015-10-01T13:05:00Z,17329,1.46,0.09,1.26,0.11,0,0,0,0,,Unacceptable,8518643,8518643,2015-10-01T11:01:00Z,-0.247,TRUE,2.066666666666667,1,Central Park,59.99,0.08969999999999999
Little Neck Bay,2015-10-01,2015,10,2015-10-01T12:10:00Z,0,1.46,0.09,1.26,0.11,0,0,0,0,,Not Detected,8516990,8516990,2015-10-01T06:06:00Z,8.372,TRUE,6.066666666666666,-1,Central Park,59.99,0.08969999999999999
"Hudson River, Pier 40",2016-05-19,2016,5,2016-05-19T16:10:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8518750,8518750,2016-05-19T11:31:00Z,4.397,TRUE,4.65,-1,Central Park,63.5,0
"Hudson River, Pier 13",2016-05-19,2016,5,2016-05-19T15:30:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,3.7666666666666666,-1,Central Park,63.5,0
"Hudson River, Pier 96",2016-05-19,2016,5,2016-05-19T15:21:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,3.6166666666666667,-1,Central Park,63.5,0
"Harlem River, North Cove",2016-05-19,2016,5,2016-05-19T15:08:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8518902,8518902,2016-05-19T12:20:00Z,3.836,TRUE,2.8,-1,Central Park,63.5,0
"Flushing Bay, World's Fair Marina Boat Ramp",2016-05-19,2016,5,2016-05-19T13:41:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8517251,8517251,2016-05-19T11:31:00Z,4.397,FALSE,2.1666666666666665,-1,Central Park,63.5,0
"East River, Dumbo Cove",2016-05-19,2016,5,2016-05-19T13:30:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8517847,8517847,2016-05-19T12:01:00Z,4.576,TRUE,1.4833333333333334,-1,Central Park,63.5,0
"East River, Pier 42/Jackson Street",2016-05-19,2016,5,2016-05-19T13:15:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8517732,8517732,2016-05-19T12:03:00Z,4.133,TRUE,1.2,-1,Central Park,63.5,0
"Hudson River, West 145th Street",2016-05-19,2016,5,2016-05-19T12:50:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8530505,8530505,2016-05-19T12:02:00Z,4.089,TRUE,0.8,-1,Central Park,63.5,0
"Hudson River, Inwood Canoe Club",2016-05-19,2016,5,2016-05-19T12:30:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8518902,8518902,2016-05-19T12:20:00Z,3.836,TRUE,0.16666666666666666,-1,Central Park,63.5,0
Little Neck Bay,2016-05-19,2016,5,2016-05-19T12:30:00Z,10,0.25,0,0,0,0,0,0,0.25,,Good,8516990,8516990,2016-05-19T09:22:00Z,0.162,TRUE,3.1333333333333333,1,Central Park,63.5,0
"Hudson River, JFK Marina",2016-05-19,2016,5,2016-05-19T16:30:00Z,20,0.25,0,0,0,0,0,0,0.25,,Good,8530095,8530095,2016-05-19T12:36:00Z,3.649,TRUE,3.9,-1,Central Park,63.5,0
"Hudson River, Pier 99 Boat Ramp",2016-05-19,2016,5,2016-05-19T13:54:00Z,20,0.25,0,0,0,0,0,0,0.25,,Good,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,2.1666666666666665,-1,Central Park,63.5,0
Flushing Creek,2016-05-19,2016,5,2016-05-19T13:32:00Z,20,0.25,0,0,0,0,0,0,0.25,,Good,8517251,8517251,2016-05-19T11:31:00Z,4.397,FALSE,2.0166666666666666,-1,Central Park,63.5,0
"Bronx Kill, east end",2016-05-19,2016,5,2016-05-19T12:47:00Z,30,0.25,0,0,0,0,0,0,0.25,,Good,8518639,8518639,2016-05-19T09:31:00Z,-0.087,TRUE,3.2666666666666666,1,Central Park,63.5,0
"Hudson River, Pier I/70th Street",2016-05-19,2016,5,2016-05-19T12:20:00Z,31,0.25,0,0,0,0,0,0,0.25,,Good,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,0.6,-1,Central Park,63.5,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-05-19,2016,5,2016-05-19T13:02:00Z,40,0.25,0,0,0,0,0,0,0.25,,Fair,8530505,8530505,2016-05-19T12:02:00Z,4.089,TRUE,1,-1,Central Park,63.5,0
"Bronx Kill, west end",2016-05-19,2016,5,2016-05-19T13:06:00Z,52,0.25,0,0,0,0,0,0,0.25,,Fair,8518643,8518643,2016-05-19T07:00:00Z,0.592,TRUE,6.1,1,Central Park,63.5,0
"East River, Hallets Cove",2016-05-19,2016,5,2016-05-19T11:45:00Z,63,0.25,0,0,0,0,0,0,0.25,,Fair,8518668,8518668,2016-05-19T07:13:00Z,0.732,TRUE,4.533333333333333,1,Central Park,63.5,0
"East River, Gantry State Park",2016-05-19,2016,5,2016-05-19T12:15:00Z,84,0.25,0,0,0,0,0,0,0.25,,Fair,8517673,8517673,2016-05-19T06:26:00Z,0.336,TRUE,5.816666666666666,1,Central Park,63.5,0
"Bronx River, Hunts Point Riverside Park",2016-05-19,2016,5,2016-05-19T20:45:00Z,96,0.25,0,0,0,0,0,0,0.25,,Fair,8518621,8518621,2016-05-19T15:27:00Z,7.156,TRUE,5.3,-1,Central Park,63.5,0
Prospect Park Lake,2016-05-19,2016,5,2016-05-19T11:39:00Z,211,0.25,0,0,0,0,0,0,0.25,,Unacceptable,8517921,8517921,2016-05-19T11:13:00Z,4.529,TRUE,0.43333333333333335,-1,Central Park,63.5,0
"Hudson River, Hoboken Cove Beach",2016-05-19,2016,5,2016-05-19T15:40:00Z,345,0.25,0,0,0,0,0,0,0.25,,Unacceptable,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,3.933333333333333,-1,Central Park,63.5,0
"Saw Mill River, daylighted section",2016-05-19,2016,5,2016-05-19T14:50:00Z,360,0.25,0,0,0,0,0,0,0.25,,Unacceptable,8530095,8530095,2016-05-19T12:36:00Z,3.649,TRUE,2.2333333333333334,-1,Central Park,63.5,0
"Gowanus Canal, Bond Street",2016-05-19,2016,5,2016-05-19T11:05:00Z,683,0.25,0,0,0,0,0,0,0.25,,Unacceptable,8517921,8517921,2016-05-19T05:18:00Z,0.355,TRUE,5.783333333333333,1,Central Park,63.5,0
"Flushing Meadows-Corona Park, Meadow Lake",2016-05-19,2016,5,2016-05-19T13:56:00Z,12033,0.25,0,0,0,0,0,0,0.25,docks used by geese had just been cleaned,Unacceptable,8517251,8517251,2016-05-19T11:31:00Z,4.397,FALSE,2.4166666666666665,-1,Central Park,63.5,0
"Newtown Creek, North Henry Street",2016-05-19,2016,5,2016-05-19T16:20:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8517673,8517673,2016-05-19T12:53:00Z,3.913,TRUE,3.45,-1,Central Park,63.5,0
"Hudson River, Yonkers Paddling and Rowing Club",2016-05-19,2016,5,2016-05-19T16:16:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8530095,8530095,2016-05-19T12:36:00Z,3.649,TRUE,3.6666666666666665,-1,Central Park,63.5,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-05-19,2016,5,2016-05-19T15:50:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8517673,8517673,2016-05-19T12:53:00Z,3.913,TRUE,2.95,-1,Central Park,63.5,0
"Hudson River, Pier 66",2016-05-19,2016,5,2016-05-19T15:49:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,4.083333333333333,-1,Central Park,63.5,0
"Hudson River, Pier 84",2016-05-19,2016,5,2016-05-19T15:36:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8530645,8530645,2016-05-19T11:44:00Z,4.221,TRUE,3.8666666666666667,-1,Central Park,63.5,0
"Harlem River, Muscota Marsh",2016-05-19,2016,5,2016-05-19T15:27:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8518903,8518903,2016-05-19T12:23:00Z,3.693,TRUE,3.066666666666667,-1,Central Park,63.5,0
"Hudson River, Pier 26",2016-05-19,2016,5,2016-05-19T14:30:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8518750,8518750,2016-05-19T11:31:00Z,4.397,TRUE,2.9833333333333334,-1,Central Park,63.5,0
"Flushing Bay, World's Fair Marina Pier 1 West",2016-05-19,2016,5,2016-05-19T13:45:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8517251,8517251,2016-05-19T11:31:00Z,4.397,FALSE,2.2333333333333334,-1,Central Park,63.5,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-05-19,2016,5,2016-05-19T13:24:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8518902,8518902,2016-05-19T12:20:00Z,3.836,TRUE,1.0666666666666667,-1,Central Park,63.5,0
"Harlem River, Little Hell Gate",2016-05-19,2016,5,2016-05-19T12:28:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8517401,8517401,2016-05-19T09:15:00Z,0.594,TRUE,3.216666666666667,1,Central Park,63.5,0
"East River, Anable Basin",2016-05-19,2016,5,2016-05-19T11:30:00Z,0,0.25,0,0,0,0,0,0,0.25,,Not Detected,8517673,8517673,2016-05-19T06:26:00Z,0.336,TRUE,5.066666666666666,1,Central Park,63.5,0
"Hudson River, Yonkers Paddling and Rowing Club",2016-05-26,2016,5,2016-05-26T16:00:00Z,10,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8530095,8530095,2016-05-26T11:12:00Z,0.215,TRUE,4.8,1,Central Park,79.52,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-05-26,2016,5,2016-05-26T13:00:00Z,10,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8518902,8518902,2016-05-26T11:19:00Z,0.3,TRUE,1.6833333333333333,1,Central Park,79.52,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-05-26,2016,5,2016-05-26T12:59:00Z,10,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8530505,8530505,2016-05-26T10:38:00Z,0.222,TRUE,2.35,1,Central Park,79.52,0
"Hudson River, JFK Marina",2016-05-26,2016,5,2016-05-26T12:14:00Z,10,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8530095,8530095,2016-05-26T11:12:00Z,0.215,TRUE,1.0333333333333334,1,Central Park,79.52,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-05-26,2016,5,2016-05-26T15:50:00Z,20,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8517673,8517673,2016-05-26T11:06:00Z,0.215,TRUE,4.733333333333333,1,Central Park,79.52,0
"Flushing Bay, World's Fair Marina Boat Ramp",2016-05-26,2016,5,2016-05-26T13:44:00Z,20,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8517251,8517251,2016-05-26T10:10:00Z,0.239,FALSE,3.566666666666667,1,Central Park,79.52,0
"East River, Dumbo Cove",2016-05-26,2016,5,2016-05-26T13:23:00Z,20,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8517847,8517847,2016-05-26T10:13:00Z,0.479,TRUE,3.1666666666666665,1,Central Park,79.52,0
"Hudson River, Pier 99 Boat Ramp",2016-05-26,2016,5,2016-05-26T13:18:00Z,20,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8530645,8530645,2016-05-26T10:25:00Z,0.229,TRUE,2.8833333333333333,1,Central Park,79.52,0
"Hudson River, Pier I/70th Street",2016-05-26,2016,5,2016-05-26T12:20:00Z,20,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8530645,8530645,2016-05-26T10:25:00Z,0.229,TRUE,1.9166666666666667,1,Central Park,79.52,0
"Hudson River, West 145th Street",2016-05-26,2016,5,2016-05-26T12:45:00Z,31,0.33,0,0,0.18,0.02,0.09,0.04,0,,Good,8530505,8530505,2016-05-26T10:38:00Z,0.222,TRUE,2.1166666666666667,1,Central Park,79.52,0
"Bronx Kill, east end",2016-05-26,2016,5,2016-05-26T13:29:00Z,52,0.33,0,0,0.18,0.02,0.09,0.04,0,,Fair,8518639,8518639,2016-05-26T12:46:00Z,0.085,TRUE,0.7166666666666667,1,Central Park,79.52,0
Prospect Park Lake,2016-05-26,2016,5,2016-05-26T11:39:00Z,333,0.33,0,0,0.18,0.02,0.09,0.04,0,,Unacceptable,8517921,8517921,2016-05-26T09:58:00Z,0.227,TRUE,1.6833333333333333,1,Central Park,79.52,0
Flushing Creek,2016-05-26,2016,5,2016-05-26T13:41:00Z,345,0.33,0,0,0.18,0.02,0.09,0.04,0,,Unacceptable,8517251,8517251,2016-05-26T10:10:00Z,0.239,FALSE,3.5166666666666666,1,Central Park,79.52,0
"Saw Mill River, daylighted section",2016-05-26,2016,5,2016-05-26T15:50:00Z,488,0.33,0,0,0.18,0.02,0.09,0.04,0,,Unacceptable,8530095,8530095,2016-05-26T11:12:00Z,0.215,TRUE,4.633333333333334,1,Central Park,79.52,0
"Gowanus Canal, Bond Street",2016-05-26,2016,5,2016-05-26T10:55:00Z,823,0.33,0,0,0.18,0.02,0.09,0.04,0,,Unacceptable,8517921,8517921,2016-05-26T09:58:00Z,0.227,TRUE,0.95,1,Central Park,79.52,0
"Bronx River, Hunts Point Riverside Park",2016-05-26,2016,5,2016-05-26T20:51:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518621,8518621,2016-05-26T19:06:00Z,7.295,TRUE,1.75,-1,Central Park,79.52,0
"Newtown Creek, North Henry Street",2016-05-26,2016,5,2016-05-26T16:07:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517673,8517673,2016-05-26T11:06:00Z,0.215,TRUE,5.016666666666667,1,Central Park,79.52,0
"Hudson River, Pier 40",2016-05-26,2016,5,2016-05-26T15:38:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518750,8518750,2016-05-26T10:10:00Z,0.239,TRUE,5.466666666666667,1,Central Park,79.52,0
"Hudson River, Pier 66",2016-05-26,2016,5,2016-05-26T15:29:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8530645,8530645,2016-05-26T10:25:00Z,0.229,TRUE,5.066666666666666,1,Central Park,79.52,0
"Harlem River, North Cove",2016-05-26,2016,5,2016-05-26T14:57:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518902,8518902,2016-05-26T11:19:00Z,0.3,TRUE,3.6333333333333333,1,Central Park,79.52,0
"East River, Pier 42/Jackson Street",2016-05-26,2016,5,2016-05-26T14:45:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517732,8517732,2016-05-26T10:32:00Z,0.251,TRUE,4.216666666666667,1,Central Park,79.52,0
"Hudson River, Pier 26",2016-05-26,2016,5,2016-05-26T14:40:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518750,8518750,2016-05-26T10:10:00Z,0.239,TRUE,4.5,1,Central Park,79.52,0
"Harlem River, Muscota Marsh",2016-05-26,2016,5,2016-05-26T14:14:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518903,8518903,2016-05-26T10:58:00Z,0.2,TRUE,3.2666666666666666,1,Central Park,79.52,0
"Flushing Meadows-Corona Park, Meadow Lake",2016-05-26,2016,5,2016-05-26T13:57:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517251,8517251,2016-05-26T10:10:00Z,0.239,FALSE,3.783333333333333,1,Central Park,79.52,0
"Bronx Kill, west end",2016-05-26,2016,5,2016-05-26T13:44:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518643,8518643,2016-05-26T12:12:00Z,-0.038,TRUE,1.5333333333333334,1,Central Park,79.52,0
"Flushing Bay, World's Fair Marina Pier 1 East",2016-05-26,2016,5,2016-05-26T13:44:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517251,8517251,2016-05-26T10:10:00Z,0.239,FALSE,3.566666666666667,1,Central Park,79.52,0
"Flushing Bay, World's Fair Marina Pier 1 West",2016-05-26,2016,5,2016-05-26T13:25:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517251,8517251,2016-05-26T10:10:00Z,0.239,FALSE,3.25,1,Central Park,79.52,0
"Harlem River, Little Hell Gate",2016-05-26,2016,5,2016-05-26T12:59:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517401,8517401,2016-05-26T06:13:00Z,6.658,TRUE,6.766666666666667,-1,Central Park,79.52,0
"East River, Gantry State Park",2016-05-26,2016,5,2016-05-26T12:30:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517673,8517673,2016-05-26T11:06:00Z,0.215,TRUE,1.4,1,Central Park,79.52,0
"East River, Anable Basin",2016-05-26,2016,5,2016-05-26T12:21:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8517673,8517673,2016-05-26T11:06:00Z,0.215,TRUE,1.25,1,Central Park,79.52,0
Little Neck Bay,2016-05-26,2016,5,2016-05-26T12:18:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8516990,8516990,2016-05-26T06:22:00Z,7.823,TRUE,5.933333333333334,-1,Central Park,79.52,0
"East River, Hallets Cove",2016-05-26,2016,5,2016-05-26T12:06:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518668,8518668,2016-05-26T05:58:00Z,5.379,TRUE,6.133333333333334,-1,Central Park,79.52,0
"Hudson River, Pier 96",2016-05-26,2016,5,2016-05-26T11:56:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8530645,8530645,2016-05-26T10:25:00Z,0.229,TRUE,1.5166666666666666,1,Central Park,79.52,0
"Hudson River, Pier 84",2016-05-26,2016,5,2016-05-26T11:46:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8530645,8530645,2016-05-26T10:25:00Z,0.229,TRUE,1.35,1,Central Park,79.52,0
"Hudson River, Inwood Canoe Club",2016-05-26,2016,5,2016-05-26T11:40:00Z,0,0.33,0,0,0.18,0.02,0.09,0.04,0,,Not Detected,8518902,8518902,2016-05-26T11:19:00Z,0.3,TRUE,0.35,1,Central Park,79.52,0
"Hudson River, Pier 13",2016-06-02,2016,6,2016-06-02T14:35:00Z,10,1.65,0,0,0,1.65,0,0,0,,Good,8530645,8530645,2016-06-02T10:31:00Z,4.789,TRUE,4.066666666666666,-1,Central Park,70.07,0
"Flushing Bay, World's Fair Marina Boat Ramp",2016-06-02,2016,6,2016-06-02T13:44:00Z,10,1.65,0,0,0,1.65,0,0,0,,Good,8517251,8517251,2016-06-02T10:18:00Z,4.989,FALSE,3.433333333333333,-1,Central Park,70.07,0
