site,date,year,month,high_tide,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-08-23,2018,8,07:09:00,09:34:00,291,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Newtown Creek, Apollo Street",2018-08-23,2018,8,07:09:00,09:40:00,309,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Hudson River, West 145th Street",2018-08-23,2018,8,07:09:00,09:25:00,350,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Harlem River, North Cove",2018-08-23,2018,8,07:09:00,10:17:00,368,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Hutchinson River, Amtrak Bridge",2018-08-23,2018,8,07:09:00,07:15:00,400,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
Prospect Park Lake,2018-08-23,2018,8,07:09:00,07:35:00,404,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Hudson River, West 172nd Street",2018-08-23,2018,8,07:09:00,09:10:00,422,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Newtown Creek, Dutch Kills ",2018-08-23,2018,8,07:09:00,12:05:00,480,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Saw Mill River, daylighted section",2018-08-23,2018,8,07:09:00,10:52:00,670,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Harlem River, Muscota Marsh",2018-08-23,2018,8,07:09:00,10:44:00,909,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Coney Island Creek, West 21st Street",2018-08-23,2018,8,07:09:00,08:48:00,935,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Harlem River, Little Hell Gate",2018-08-23,2018,8,07:09:00,08:37:00,1090,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Newtown Creek, Turning Basin",2018-08-23,2018,8,07:09:00,10:01:00,1585,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Newtown Creek, East Branch",2018-08-23,2018,8,07:09:00,10:25:00,1674,1.96,0,0.72,0.11,0,0.02,0.07,1.04,373 ,Unacceptable
"Bronx Kill, west end",2018-08-23,2018,8,07:09:00,08:22:00,2282,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Bronx Kill, east end",2018-08-23,2018,8,07:09:00,08:10:00,2489,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Coney Island Creek, Shell Road ",2018-08-23,2018,8,07:09:00,07:55:00,3725,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Coney Island Creek, Kaiser Park",2018-08-23,2018,8,07:09:00,08:38:00,5938,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Hudson River, Pier 13",2018-08-23,2018,8,07:09:00,06:30:00,6167,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-08-23,2018,8,07:09:00,10:00:00,17329,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Unacceptable
"Upper Harbor, Bush Terminal Park ",2018-08-23,2018,8,07:09:00,12:00:00,0,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Not Detected
"East River, Pier 2 Kayak Dock ",2018-08-23,2018,8,07:09:00,11:05:00,0,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Not Detected
"East River, Hammond Cove ",2018-08-23,2018,8,07:09:00,10:20:00,0,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Not Detected
Little Neck Bay,2018-08-23,2018,8,07:09:00,09:25:00,0,1.96,0,0.72,0.11,0,0.02,0.07,1.04,,Not Detected
"East River, Dumbo Cove",2018-08-30,2018,8,11:16:00,13:09:00,10,0,0,0,0,0,0,0,0,,Good
"East River, Pier 4 Beach ",2018-08-30,2018,8,11:16:00,12:22:00,10,0,0,0,0,0,0,0,0,,Good
"East River, Brooklyn Bridge Beach ",2018-08-30,2018,8,11:16:00,10:00:00,10,0,0,0,0,0,0,0,0,,Good
"Coney Island Creek, West 21st Street",2018-08-30,2018,8,11:16:00,09:50:00,10,0,0,0,0,0,0,0,0,,Good
"East River, Gantry State Park",2018-08-30,2018,8,11:16:00,09:44:00,10,0,0,0,0,0,0,0,0,,Good
"Flushing Bay, World's Fair Marina Pier 1 West",2018-08-30,2018,8,11:16:00,09:30:00,10,0,0,0,0,0,0,0,0,,Good
"Flushing Bay, World's Fair Marina Pier 1 East",2018-08-30,2018,8,11:16:00,09:24:00,10,0,0,0,0,0,0,0,0,,Good
"Buttermilk Channel, Pier 101 ",2018-08-30,2018,8,11:16:00,09:15:00,10,0,0,0,0,0,0,0,0,,Good
"Hudson River, Pier 96",2018-08-30,2018,8,11:16:00,08:27:00,10,0,0,0,0,0,0,0,0,,Good
"Jamaica Bay, Plumb Beach",2018-08-30,2018,8,11:16:00,08:27:00,10,0,0,0,0,0,0,0,0,,Good
"Hudson River, Pier 99 Boat Ramp",2018-08-30,2018,8,11:16:00,07:42:00,10,0,0,0,0,0,0,0,0,,Good
"East River, Hammond Cove ",2018-08-30,2018,8,11:16:00,09:54:00,20,0,0,0,0,0,0,0,0,,Good
"Jamaica Bay, Paerdegat Basin ",2018-08-30,2018,8,11:16:00,09:05:00,20,0,0,0,0,0,0,0,0,,Good
"East River, Anable Basin",2018-08-30,2018,8,11:16:00,08:15:00,20,0,0,0,0,0,0,0,0,,Good
"Hudson River, Inwood Canoe Club",2018-08-30,2018,8,11:16:00,08:00:00,20,0,0,0,0,0,0,0,0,,Good
"East Rver, Stuyvesant Cove",2018-08-30,2018,8,11:16:00,07:43:00,20,0,0,0,0,0,0,0,0,,Good
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-08-30,2018,8,11:16:00,10:25:00,30,0,0,0,0,0,0,0,0,,Good
"Hudson River, Pier 84",2018-08-30,2018,8,11:16:00,08:17:00,30,0,0,0,0,0,0,0,0,,Good
"Gowanus Canal, Second Street Sponge Park",2018-08-30,2018,8,11:16:00,07:02:00,31,0,0,0,0,0,0,0,0,,Good
"Harlem River, Little Hell Gate",2018-08-30,2018,8,11:16:00,NA,40,0,0,0,0,0,0,0,0,,Fair
"Bronx River, Soundview Park ",2018-08-30,2018,8,11:16:00,11:00:00,41,0,0,0,0,0,0,0,0,,Fair
"Newtown Creek, 2nd Street Kayak Launch",2018-08-30,2018,8,11:16:00,10:04:00,41,0,0,0,0,0,0,0,0,,Fair
"Hudson River, Frank Sinatra Park",2018-08-30,2018,8,11:16:00,09:58:00,41,0,0,0,0,0,0,0,0,,Fair
"Coney Island Creek, Calvert Vaux Park",2018-08-30,2018,8,11:16:00,09:56:00,41,0,0,0,0,0,0,0,0,,Fair
"Buttermilk Channel, Valentino Pier",2018-08-30,2018,8,11:16:00,09:50:00,41,0,0,0,0,0,0,0,0,,Fair
"East River, SUNY Maritime Campus Entrance ",2018-08-30,2018,8,11:16:00,09:48:00,52,0,0,0,0,0,0,0,0,,Fair
Prospect Park Lake,2018-08-30,2018,8,11:16:00,07:35:00,63,0,0,0,0,0,0,0,0,,Fair
"Bronx Kill, east end",2018-08-30,2018,8,11:16:00,08:40:00,70,0,0,0,0,0,0,0,0,,Fair
"Hudson River, West 145th Street",2018-08-30,2018,8,11:16:00,09:10:00,72,0,0,0,0,0,0,0,0,,Fair
Flushing Creek,2018-08-30,2018,8,11:16:00,09:50:00,74,0,0,0,0,0,0,0,0,85 ,Fair
"East River, Hallets Cove",2018-08-30,2018,8,11:16:00,08:10:00,85,0,0,0,0,0,0,0,0,,Fair
"Harlem River, North Cove",2018-08-30,2018,8,11:16:00,10:04:00,111,0,0,0,0,0,0,0,0,,Unacceptable
"Bronx Kill, west end",2018-08-30,2018,8,11:16:00,09:33:00,122,0,0,0,0,0,0,0,0,,Unacceptable
"Hudson River, West 172nd Street",2018-08-30,2018,8,11:16:00,08:44:00,261,0,0,0,0,0,0,0,0,,Unacceptable
Van Cortlandt Park Lake,2018-08-30,2018,8,11:16:00,09:00:00,277,0,0,0,0,0,0,0,0,,Unacceptable
"Coney Island Creek, Kaiser Park",2018-08-30,2018,8,11:16:00,09:20:00,448,0,0,0,0,0,0,0,0,,Unacceptable
"Hutchinson River, Amtrak Bridge",2018-08-30,2018,8,11:16:00,09:20:00,541,0,0,0,0,0,0,0,0,,Unacceptable
"Flushing Meadows-Corona Park, Meadow Lake",2018-08-30,2018,8,11:16:00,08:45:00,609,0,0,0,0,0,0,0,0,,Unacceptable
"Flushing Bay, World's Fair Marina Boat Ramp",2018-08-30,2018,8,11:16:00,09:40:00,733,0,0,0,0,0,0,0,0,,Unacceptable
"Hudson River, Hoboken Cove Beach",2018-08-30,2018,8,11:16:00,09:49:00,1254,0,0,0,0,0,0,0,0,,Unacceptable
"East River, Pier 2 Kayak Dock ",2018-08-30,2018,8,11:16:00,12:40:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, Pier 40",2018-08-30,2018,8,11:16:00,12:29:00,0,0,0,0,0,0,0,0,0,0 (duplicate,Not Detected
"Hudson River, Pier 66",2018-08-30,2018,8,11:16:00,11:35:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Bronx River, Hunts Point Riverside Park",2018-08-30,2018,8,11:16:00,11:30:00,0,0,0,0,0,0,0,0,0,,Not Detected
"East River, Grand Ferry Park",2018-08-30,2018,8,11:16:00,10:03:00,0,0,0,0,0,0,0,0,0,,Not Detected
Little Neck Bay,2018-08-30,2018,8,11:16:00,10:01:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, Pier 26",2018-08-30,2018,8,11:16:00,10:00:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-08-30,2018,8,11:16:00,09:36:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Harlem River, Muscota Marsh",2018-08-30,2018,8,11:16:00,09:35:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, Weehawken Cove",2018-08-30,2018,8,11:16:00,09:24:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, Pier 13",2018-08-30,2018,8,11:16:00,09:11:00,0,0,0,0,0,0,0,0,0,,Not Detected
"East River, SUNY Maritime Waterfront Center ",2018-08-30,2018,8,11:16:00,09:01:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, West 72nd Street Kayak Launch",2018-08-30,2018,8,11:16:00,08:38:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Jamaica Bay, Canarsie Pier",2018-08-30,2018,8,11:16:00,07:22:00,0,0,0,0,0,0,0,0,0,,Not Detected
"Hudson River, JFK Marina",2018-09-06,2018,9,05:43:00,11:47:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
Flushing Creek,2018-09-06,2018,9,05:43:00,11:37:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
"Newtown Creek, English Kills",2018-09-06,2018,9,05:43:00,10:51:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, Weehawken Cove",2018-09-06,2018,9,05:43:00,10:45:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, Pier 13",2018-09-06,2018,9,05:43:00,10:30:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
"Coney Island Creek, Kaiser Park",2018-09-06,2018,9,05:43:00,09:53:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, West 172nd Street",2018-09-06,2018,9,05:43:00,08:37:00,10,0.39,0.36,0,0,0,0,0,0.03,,Good
"East River, Grand Ferry Park",2018-09-06,2018,9,05:43:00,NA,20,0.39,0.36,0,0,0,0,0,0.03,,Good
"East River, Brooklyn Bridge Beach ",2018-09-06,2018,9,05:43:00,10:00:00,20,0.39,0.36,0,0,0,0,0,0.03,,Good
"East River, Anable Basin",2018-09-06,2018,9,05:43:00,08:30:00,20,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, West 72nd Street Kayak Launch",2018-09-06,2018,9,05:43:00,08:15:00,20,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, Pier 66",2018-09-06,2018,9,05:43:00,08:10:00,20,0.39,0.36,0,0,0,0,0,0.03,,Good
"Gowanus Canal, Second Street Sponge Park",2018-09-06,2018,9,05:43:00,07:25:00,20,0.39,0.36,0,0,0,0,0,0.03,,Good
"Saw Mill River, daylighted section",2018-09-06,2018,9,05:43:00,12:10:00,30,0.39,0.36,0,0,0,0,0,0.03,,Good
"Newtown Creek, East Branch",2018-09-06,2018,9,05:43:00,10:33:00,30,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, Inwood Canoe Club",2018-09-06,2018,9,05:43:00,09:50:00,30,0.39,0.36,0,0,0,0,0,0.03,,Good
"Flushing Bay, World's Fair Marina Pier 1 West",2018-09-06,2018,9,05:43:00,11:20:00,31,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, Pier 96",2018-09-06,2018,9,05:43:00,08:40:00,31,0.39,0.36,0,0,0,0,0,0.03,,Good
"East Rver, Stuyvesant Cove",2018-09-06,2018,9,05:43:00,07:20:00,31,0.39,0.36,0,0,0,0,0,0.03,,Good
"Hudson River, Hoboken Cove Beach",2018-09-06,2018,9,05:43:00,10:50:00,40,0.39,0.36,0,0,0,0,0,0.03,,Fair
"East River, SUNY Maritime Campus Entrance ",2018-09-06,2018,9,05:43:00,10:16:00,41,0.39,0.36,0,0,0,0,0,0.03,,Fair
"East River, Hallets Cove",2018-09-06,2018,9,05:43:00,09:30:00,41,0.39,0.36,0,0,0,0,0,0.03,,Fair
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-09-06,2018,9,05:43:00,09:12:00,41,0.39,0.36,0,0,0,0,0,0.03,,Fair
"East River, Wallabout Channel ",2018-09-06,2018,9,05:43:00,08:30:00,41,0.39,0.36,0,0,0,0,0,0.03,,Fair
"Harlem River, Muscota Marsh",2018-09-06,2018,9,05:43:00,09:20:00,52,0.39,0.36,0,0,0,0,0,0.03,,Fair
Van Cortlandt Park Lake,2018-09-06,2018,9,05:43:00,10:03:00,58,0.39,0.36,0,0,0,0,0,0.03,,Fair
"Harlem River, Little Hell Gate",2018-09-06,2018,9,05:43:00,09:00:00,74,0.39,0.36,0,0,0,0,0,0.03,,Fair
"Hudson River, Pier 99 Boat Ramp",2018-09-06,2018,9,05:43:00,11:17:00,84,0.39,0.36,0,0,0,0,0,0.03,,Fair
"Bronx Kill, east end",2018-09-06,2018,9,05:43:00,08:36:00,107,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Hudson River, Yonkers Paddling and Rowing Club",2018-09-06,2018,9,05:43:00,11:45:00,108,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Coney Island Creek, Calvert Vaux Park",2018-09-06,2018,9,05:43:00,08:29:00,109,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Jamaica Bay, Plumb Beach",2018-09-06,2018,9,05:43:00,08:14:00,110,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Bronx Kill, west end",2018-09-06,2018,9,05:43:00,08:46:00,122,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"East River, Hammond Cove ",2018-09-06,2018,9,05:43:00,10:30:00,189,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Harlem River, North Cove",2018-09-06,2018,9,05:43:00,09:45:00,213,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
Prospect Park Lake,2018-09-06,2018,9,05:43:00,07:35:00,216,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Harlem River, High Bridge",2018-09-06,2018,9,05:43:00,08:57:00,228,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-09-06,2018,9,05:43:00,10:25:00,391,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Harlem River, Lincoln Avenue 1",2018-09-06,2018,9,05:43:00,09:05:00,663,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Hudson River, West 145th Street",2018-09-06,2018,9,05:43:00,09:04:00,743,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Hudson River, Pier 84",2018-09-06,2018,9,05:43:00,08:30:00,1396,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Hutchinson River, Amtrak Bridge",2018-09-06,2018,9,05:43:00,08:45:00,8057,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Flushing Meadows-Corona Park, Meadow Lake",2018-09-06,2018,9,05:43:00,11:53:00,17329,0.39,0.36,0,0,0,0,0,0.03,,Unacceptable
"Hudson River, Pier 40",2018-09-06,2018,9,05:43:00,12:14:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Newtown Creek, Dutch Kills ",2018-09-06,2018,9,05:43:00,11:45:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Newtown Creek, Dutch Kills ",2018-09-06,2018,9,05:43:00,11:30:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"East River, SUNY Maritime Waterfront Center ",2018-09-06,2018,9,05:43:00,11:16:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Flushing Bay, World's Fair Marina Pier 1 East",2018-09-06,2018,9,05:43:00,11:14:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Hudson River, Pier 26",2018-09-06,2018,9,05:43:00,11:13:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Flushing Bay, World's Fair Marina Boat Ramp",2018-09-06,2018,9,05:43:00,11:08:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Hudson River, Frank Sinatra Park",2018-09-06,2018,9,05:43:00,11:05:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Newtown Creek, Turning Basin",2018-09-06,2018,9,05:43:00,10:16:00,0,0.39,0.36,0,0,0,0,0,0.03,0 ,Not Detected
"East River, Pier 2 Kayak Dock ",2018-09-06,2018,9,05:43:00,10:13:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Newtown Creek, Apollo Street",2018-09-06,2018,9,05:43:00,10:03:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
Little Neck Bay,2018-09-06,2018,9,05:43:00,10:00:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"East River, Pier 4 Beach ",2018-09-06,2018,9,05:43:00,09:51:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2018-09-06,2018,9,05:43:00,09:38:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Buttermilk Channel, Pier 101 ",2018-09-06,2018,9,05:43:00,08:30:00,0,0.39,0.36,0,0,0,0,0,0.03,0 ,Not Detected
"Jamaica Bay, Canarsie Pier",2018-09-06,2018,9,05:43:00,07:06:00,0,0.39,0.36,0,0,0,0,0,0.03,,Not Detected
"Hudson River, Pier 40",2018-09-13,2018,9,11:53:00,12:15:00,20,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good
"Hudson River, Pier 26",2018-09-13,2018,9,11:53:00,09:40:00,20,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good
"East River, Pier 2 Kayak Dock ",2018-09-13,2018,9,11:53:00,10:08:00,30,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good
"Jamaica Bay, Plumb Beach",2018-09-13,2018,9,11:53:00,08:30:00,30,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good
"East River, SUNY Maritime Campus Entrance ",2018-09-13,2018,9,11:53:00,09:00:00,31,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Good
"East River, Gantry State Park",2018-09-13,2018,9,11:53:00,10:56:00,41,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, West 172nd Street",2018-09-13,2018,9,11:53:00,08:30:00,61,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"East River, Dumbo Cove",2018-09-13,2018,9,11:53:00,10:31:00,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"East River, Brooklyn Bridge Beach ",2018-09-13,2018,9,11:53:00,10:07:00,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, Inwood Canoe Club",2018-09-13,2018,9,11:53:00,09:15:00,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, Pier 96",2018-09-13,2018,9,11:53:00,08:03:00,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, Pier 84",2018-09-13,2018,9,11:53:00,07:59:00,63,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"East River, Grand Ferry Park",2018-09-13,2018,9,11:53:00,08:11:00,73,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, Weehawken Cove",2018-09-13,2018,9,11:53:00,09:25:00,75,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"East River, Pier 4 Beach ",2018-09-13,2018,9,11:53:00,09:48:00,84,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, Pier 13",2018-09-13,2018,9,11:53:00,09:45:00,97,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Fair
"Hudson River, Pier 66",2018-09-13,2018,9,11:53:00,08:35:00,108,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hudson River, Frank Sinatra Park",2018-09-13,2018,9,11:53:00,10:25:00,110,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"East Rver, Stuyvesant Cove",2018-09-13,2018,9,11:53:00,07:20:00,110,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Buttermilk Channel, Valentino Pier",2018-09-13,2018,9,11:53:00,09:16:00,120,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
Van Cortlandt Park Lake,2018-09-13,2018,9,11:53:00,08:46:00,122,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Newtown Creek, 2nd Street Kayak Launch",2018-09-13,2018,9,11:53:00,11:03:00,144,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Bronx Kill, east end",2018-09-13,2018,9,11:53:00,09:06:00,195,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Harlem River, Muscota Marsh",2018-09-13,2018,9,11:53:00,10:42:00,197,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hudson River, Pier 99 Boat Ramp",2018-09-13,2018,9,11:53:00,08:41:00,226,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hudson River, Hoboken Cove Beach",2018-09-13,2018,9,11:53:00,10:10:00,246,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Flushing Meadows-Corona Park, Meadow Lake",2018-09-13,2018,9,11:53:00,11:58:00,247,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Buttermilk Channel, Pier 101 ",2018-09-13,2018,9,11:53:00,08:10:00,279,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hudson River, West 72nd Street Kayak Launch",2018-09-13,2018,9,11:53:00,08:24:00,288,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"East River, Hammond Cove ",2018-09-13,2018,9,11:53:00,09:10:00,298,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"East River, Hallets Cove",2018-09-13,2018,9,11:53:00,08:30:00,305,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Harlem River, North Cove",2018-09-13,2018,9,11:53:00,11:04:00,327,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2018-09-13,2018,9,11:53:00,09:12:00,341,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
Little Neck Bay,2018-09-13,2018,9,11:53:00,09:35:00,435,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hudson River, West 145th Street",2018-09-13,2018,9,11:53:00,09:05:00,452,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Bronx River, Hunts Point Riverside Park",2018-09-13,2018,9,11:53:00,09:40:00,605,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Bronx River, Soundview Park ",2018-09-13,2018,9,11:53:00,09:40:00,717,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2018-09-13,2018,9,11:53:00,09:28:00,772,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2018-09-13,2018,9,11:53:00,11:27:00,933,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Harlem River, Lincoln Avenue 1",2018-09-13,2018,9,11:53:00,07:54:00,1067,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
Prospect Park Lake,2018-09-13,2018,9,11:53:00,07:40:00,1100,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,1145 ,Unacceptable
"Jamaica Bay, Canarsie Pier",2018-09-13,2018,9,11:53:00,07:23:00,1730,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Bronx Kill, west end",2018-09-13,2018,9,11:53:00,09:21:00,1961,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Coney Island Creek, Calvert Vaux Park",2018-09-13,2018,9,11:53:00,08:40:00,1968,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"East River, Anable Basin",2018-09-13,2018,9,11:53:00,09:00:00,2382,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Flushing Bay, World's Fair Marina Pier 1 East",2018-09-13,2018,9,11:53:00,11:30:00,2924,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Harlem River, Little Hell Gate",2018-09-13,2018,9,11:53:00,09:39:00,3026,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Flushing Bay, World's Fair Marina Pier 1 West",2018-09-13,2018,9,11:53:00,11:35:00,3441,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Newtown Creek, Dutch Kills ",2018-09-13,2018,9,11:53:00,09:08:00,3609,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Newtown Creek, Dutch Kills ",2018-09-13,2018,9,11:53:00,10:03:00,4611,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Flushing Bay, World's Fair Marina Boat Ramp",2018-09-13,2018,9,11:53:00,11:21:00,4786,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Hutchinson River, Amtrak Bridge",2018-09-13,2018,9,11:53:00,09:45:00,4838,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
"Harlem River, High Bridge",2018-09-13,2018,9,11:53:00,08:15:00,4838,1.94,0.37,0.15,0.02,0.93,0.45,0.02,0,,Unacceptable
